0.38026,0.2036,0.29297
0.47468,0.17744,0.38206
0.5196,0.42308,0.29208
0.62723,0.22782,0.37947
0.57374,0.26268,0.18445
0.62463,0.43678,0.21774
0.57585,0.234,0.38928
0.58867,0.20692,0.40131
0.62047,0.25403,0.41148
0.57361,0.15398,0.19743
0.47585,0.34548,0.4041
0.61604,0.23203,0.29788
0.42256,0.11943,0.16977
0.53285,0.27811,0.25161
0.4809,0.13269,0.18812
0.62815,0.27051,0.46241
0.57621,0.34511,0.38753
0.67061,0.43064,0.12101
0.65744,0.3369,0.43451
0.5512,0.32883,0.45583
0.39431,0.2818,0.468
0.49893,0.42324,0.3995
0.50384,0.23092,0.3512
0.42636,0.32426,0.33467
0.63176,0.43445,0.4865
0.88276,0.90583,0.5625
0.9116,0.8238,0.95466
0.8587,0.90852,0.37132
0.99142,0.84473,0.14093
0.88235,0.84549,0.62623
0.78788,0.93518,0.023284
0.97115,0.93219,0.46446
0.90476,0.85884,0.19485
1,0.90184,0.15564
0.89744,0.86803,0.082108
1,0.81655,0.69975
0.9607,0.92401,0.14156
0.98163,0.89157,0.11413
0.84695,0.88143,0.91508
0.99255,0.83525,0.92727
0.99091,0.87413,0.76864
0.81798,0.86658,0.87618
0.95592,0.93038,0.63402
0.79545,0.91729,0.89318
0.93185,0.90644,0.71542
0.81297,0.82824,0.51479
0.94723,0.92221,0.17874
0.90708,0.8726,0.07983
0.86284,0.8398,0.73565
0.8579,0.87891,0.20871
0.91341,0.85056,0.61813
0.93006,0.90236,0.44751
0.81449,0.84693,0.83544
0.82758,0.91065,0.52111
0.98866,0.83083,0.44092
0.81885,0.92518,0.073738
0.94642,0.90975,0.79802
0.8146,0.86517,0.28769
0.95123,0.86854,0.83319
0.8332,0.85065,0.19185
0.82446,0.9153,0.55578
0.90346,0.83796,0.78489
0.91724,0.85995,0.50008
0.87519,0.83059,0.27096
0.82203,0.84212,0.27099
0.87814,0.82778,0.82654
0.97885,0.87489,0.47996
0.86296,0.91858,0.37937
0.81971,0.90579,0.39655
0.84463,0.86561,0.1507
0.82368,0.92306,0.87132
0.9083,0.82886,0.26665
0.86591,0.91016,0.082765
0.8067,0.84052,0.61396
0.93818,0.89164,0.44783
0.45079,0.77141,0.65074
0.30898,0.76948,0.64583
0.55556,0.77637,0.70466
0.6116,0.8013,0.53309
0.20458,0.61638,0.65564
0.16296,0.66161,0.68505
0.43107,0.83746,0.85662
0.5944,0.81216,0.52328
0.22391,0.69141,0.70466
0.42069,0.8174,0.53309
0.12927,0.65611,0.66544
0.40974,0.91937,0.67084
0.18071,0.82904,0.52483
0.50303,0.79707,0.81285
0.16999,0.70476,0.60991
0.51517,0.71176,0.82683
0.21698,0.6747,0.5718
0.1949,0.80856,0.71652
0.39448,0.64842,0.80763
0.42931,0.69397,0.69437
0.16754,0.78456,0.80451
0.44387,0.68346,0.65063
0.35339,0.89922,0.58687
0.52477,0.80735,0.65283
0.23626,0.74831,0.68456
0.20574,0.79228,0.60781
0.32035,0.79051,0.61549
0.27946,0.79981,0.61954
0.51125,0.8995,0.75903
0.30266,0.7908,0.57228
0.54681,0.87141,0.78528
0.26657,0.79361,0.5467
0.33799,0.7168,0.5884
0.23099,0.74685,0.56822
0.4132,0.75995,0.74874
0.45721,0.80565,0.55003
0.18325,0.71868,0.69921
0.43748,0.74268,0.78595
0.46522,0.89568,0.69935
0.29453,0.66033,0.72324
0.49146,0.747,0.5672
0.26906,0.67343,0.62425
0.34443,0.77528,0.67718
0.53338,0.7728,0.82304
0.43021,0.89269,0.61216
0.44689,0.71035,0.74149
0.45514,0.65007,0.61639
0.25064,0.81364,0.79327
0.30292,0.84437,0.74255
0.1563,0.79574,0.65598
0.57047,0.73104,0.44485
0.81538,0.79102,0.28309
0.80541,0.60005,0.50858
0.48193,0.76137,0.26348
0.51445,0.56599,0.40074
0.62416,0.62479,0.88113
0.65278,0.6636,0.74387
0.4958,0.65999,0.65074
0.9171,0.66309,0.60662
0.80412,0.62807,0.78309
0.65261,0.7135,0.36921
0.78918,0.57316,0.43452
0.50202,0.58785,0.77209
0.7843,0.63735,0.85038
0.49692,0.66472,0.49915
0.81506,0.74494,0.3789
0.69506,0.66626,0.66267
0.79062,0.73582,0.43397
0.77771,0.71341,0.36392
0.53371,0.67814,0.85626
0.71792,0.63726,0.70832
0.57769,0.71634,0.39637
0.648,0.70395,0.72808
0.53546,0.76547,0.72557
0.69434,0.66552,0.54272
0.62367,0.68023,0.57829
0.82391,0.73822,0.65253
0.65197,0.74161,0.59055
0.64105,0.76742,0.78128
0.71916,0.70331,0.62069
0.58505,0.63826,0.55614
0.59396,0.74824,0.40263
0.59217,0.61182,0.42092
0.67433,0.64025,0.80765
0.67218,0.61468,0.79737
0.88741,0.66613,0.35613
0.60476,0.66002,0.62505
0.60638,0.69934,0.68972
0.59053,0.60103,0.45928
0.62854,0.66315,0.57667
0.53718,0.63041,0.73963
0.51513,0.76536,0.70034
0.69505,0.69441,0.42626
0.6834,0.7723,0.59832
0.70779,0.62415,0.56613
0.7481,0.71479,0.51422
0.64759,0.77734,0.31534
0.85037,0.76221,0.73695
0.54235,0.63028,0.48078
0.7699,0.6049,0.69528
